Tag_ID,Timestamp_ms,Anchor_ID,Raw_Distance_cm,Filtered_Distance_cm,Signal_Power_dBm
1,403164,40,118.70,123.31,0.00
1,403196,10,109.79,107.16,0.00
1,403202,20,115.89,115.32,0.00
1,403208,30,121.05,120.19,0.00
1,403214,40,124.33,123.82,0.00
1,403246,10,106.97,107.07,0.00
1,403252,20,109.79,112.55,0.00
1,403258,30,116.36,118.27,0.00
1,403264,40,120.58,122.20,0.00
1,403296,10,101.34,104.20,0.00
1,403302,20,108.38,110.47,0.00
1,403308,30,112.13,115.20,0.00
1,403314,40,118.23,120.22,0.00
1,403345,10,102.28,103.24,0.00
1,403351,20,104.16,107.31,0.00
1,403357,30,116.82,116.01,0.00
1,403363,40,118.23,119.22,0.00
1,403396,10,103.69,103.47,0.00
1,403402,20,105.56,106.44,0.00
1,403408,30,123.86,119.94,0.00
1,403414,40,112.60,115.91,0.00
1,403446,10,106.03,104.75,0.00
1,403452,20,106.50,106.47,0.00
1,403458,30,126.21,123.07,0.00
1,403464,40,106.03,110.97,0.00
1,403496,10,108.38,106.56,0.00
1,403502,20,106.03,106.25,0.00
1,403508,30,125.27,124.17,0.00
1,403514,40,107.44,109.21,0.00
1,404045,10,106.03,106.30,0.00
1,404052,20,111.66,108.96,0.00
1,404058,30,117.76,120.97,0.00
1,404064,40,114.48,111.84,0.00
1,404096,10,104.16,105.23,0.00
1,404102,20,111.19,110.08,0.00
1,404108,30,125.27,123.12,0.00
1,404114,40,96.18,104.01,0.00
1,404146,10,104.16,104.69,0.00
1,404152,20,106.50,108.29,0.00
1,404158,30,130.90,127.01,0.00
1,404164,40,107.44,105.73,0.00
1,404196,10,103.22,103.96,0.00
1,404202,20,105.10,106.69,0.00
1,404207,30,82.11,104.56,0.00
1,404213,40,84.45,95.09,0.00
1,404246,10,98.53,101.24,0.00
1,404252,20,108.38,107.54,0.00
1,404258,30,85.39,94.97,0.00
1,404264,40,93.84,94.46,0.00
1,404296,10,102.75,102.00,0.00
1,404302,20,116.36,111.95,0.00
1,404308,30,99.47,97.22,0.00
1,404314,40,99.93,97.20,0.00
1,404346,10,107.44,104.72,0.00
1,404352,20,113.54,112.74,0.00
1,404358,30,101.81,99.52,0.00
1,404364,40,123.86,110.53,0.00
1,404396,10,107.91,106.31,0.00
1,404402,20,115.42,114.08,0.00
1,404408,30,104.16,101.84,0.00
1,404414,40,90.08,100.31,0.00
1,404446,10,107.91,107.11,0.00
1,404452,20,109.79,111.93,0.00
1,404457,30,99.47,100.65,0.00
1,404463,40,90.55,95.43,0.00
1,404496,10,105.10,106.10,0.00
1,404502,20,107.91,109.92,0.00
1,404507,30,88.67,94.66,0.00
1,404513,40,104.63,100.03,0.00
1,405046,10,103.69,104.90,0.00
1,405052,20,107.91,108.92,0.00
1,405058,30,88.67,91.67,0.00
1,405064,40,99.47,99.75,0.00
1,405096,10,99.47,102.18,0.00
1,405102,20,110.26,109.59,0.00
1,405108,30,96.65,94.16,0.00
1,405114,40,98.53,99.14,0.00
1,405146,10,101.34,101.76,0.00
1,405152,20,111.19,110.39,0.00
1,405158,30,101.34,97.75,0.00
1,405164,40,100.87,100.00,0.00
1,405196,10,102.28,102.02,0.00
1,405202,20,110.73,110.56,0.00
1,405208,30,101.34,99.55,0.00
1,405214,40,109.32,104.66,0.00
1,405245,10,103.22,102.62,0.00
1,405252,20,110.26,110.41,0.00
1,405257,30,100.40,99.98,0.00
1,405263,40,114.01,109.34,0.00
1,405296,10,103.22,102.92,0.00
1,405302,20,109.32,109.86,0.00
1,405308,30,93.37,96.67,0.00
1,405314,40,113.54,111.44,0.00
1,405346,10,101.81,102.37,0.00
1,405352,20,108.38,109.12,0.00
1,405358,30,94.30,95.49,0.00
1,405364,40,114.48,112.96,0.00
1,405396,10,99.47,100.92,0.00
1,405402,20,109.32,109.22,0.00
