Tag_ID,Timestamp_ms,Anchor_ID,Raw_Distance_cm,Filtered_Distance_cm,Signal_Power_dBm
1,405408,30,99.00,97.24,0.00
1,405414,40,112.13,112.55,0.00
1,405446,10,104.63,102.77,0.00
1,405452,20,114.48,111.85,0.00
1,405457,30,100.40,98.82,0.00
1,405463,40,94.77,103.66,0.00
1,405496,10,104.16,103.46,0.00
1,405502,20,112.60,112.23,0.00
1,405507,30,93.84,96.33,0.00
1,405513,40,90.08,96.87,0.00
1,406046,10,100.87,102.17,0.00
1,406052,20,106.97,109.60,0.00
1,406058,30,101.34,98.84,0.00
1,406064,40,103.22,100.04,0.00
1,406095,10,103.22,102.69,0.00
1,406102,20,109.32,109.46,0.00
1,406108,30,102.28,100.56,0.00
1,406114,40,106.50,103.27,0.00
1,406146,10,103.22,102.96,0.00
1,406151,20,106.03,107.75,0.00
1,406157,30,102.28,101.42,0.00
1,406163,40,110.26,106.77,0.00
1,406195,10,107.44,105.20,0.00
1,406202,20,107.91,107.83,0.00
1,406208,30,100.87,101.15,0.00
1,406214,40,108.85,107.81,0.00
1,406246,10,109.32,107.26,0.00
1,406252,20,106.03,106.93,0.00
1,406258,30,100.87,101.01,0.00
1,406264,40,104.63,106.22,0.00
1,406296,10,110.73,108.99,0.00
1,406302,20,106.03,106.48,0.00
1,406308,30,102.28,101.64,0.00
1,406314,40,102.28,104.25,0.00
1,406346,10,107.91,108.45,0.00
1,406352,20,106.97,106.73,0.00
1,406357,30,102.28,101.96,0.00
1,406363,40,106.03,105.14,0.00
1,406396,10,109.79,109.12,0.00
1,406402,20,107.44,107.08,0.00
1,406408,30,102.75,102.36,0.00
1,406414,40,99.93,102.54,0.00
1,406446,10,106.97,108.05,0.00
1,406452,20,108.85,107.97,0.00
1,406458,30,106.03,104.20,0.00
1,406463,40,99.47,101.00,0.00
1,406496,10,104.63,106.34,0.00
1,406502,20,107.91,107.94,0.00
1,406508,30,106.50,105.35,0.00
1,406514,40,100.87,100.94,0.00
1,407046,10,110.26,108.30,0.00
1,407052,20,102.28,105.11,0.00
1,407058,30,109.32,107.33,0.00
1,407064,40,168.90,134.92,0.00
1,407096,10,110.26,109.28,0.00
1,407102,20,107.44,106.28,0.00
1,407108,30,109.32,108.33,0.00
1,407114,40,161.87,148.39,0.00
1,407146,10,106.03,107.66,0.00
1,407152,20,108.38,107.33,0.00
1,407158,30,107.44,107.88,0.00
1,407163,40,158.11,153.25,0.00
1,407196,10,105.10,106.38,0.00
1,407202,20,109.32,108.32,0.00
1,407208,30,108.85,108.37,0.00
1,407214,40,162.34,157.79,0.00
1,407246,10,102.28,104.33,0.00
1,407252,20,112.60,110.46,0.00
1,407258,30,111.66,110.02,0.00
1,407264,40,149.67,153.73,0.00
1,407296,10,101.34,102.83,0.00
1,407302,20,110.26,110.36,0.00
1,407308,30,110.26,110.14,0.00
1,407314,40,155.77,154.75,0.00
1,407346,10,100.87,101.85,0.00
1,407352,20,112.13,111.25,0.00
1,407358,30,113.54,111.84,0.00
1,407364,40,165.15,159.95,0.00
1,407396,10,102.75,102.30,0.00
1,407402,20,109.79,110.52,0.00
1,407408,30,114.01,112.92,0.00
1,407414,40,158.11,159.03,0.00
1,407446,10,99.93,101.12,0.00
1,407452,20,110.73,110.62,0.00
1,407458,30,108.85,110.89,0.00
1,407463,40,105.56,132.30,0.00
1,407496,10,98.53,99.82,0.00
1,407502,20,108.38,109.50,0.00
1,407508,30,106.50,108.69,0.00
1,407514,40,88.21,110.25,0.00
1,408046,10,104.16,101.99,0.00
1,408052,20,109.79,109.64,0.00
1,408058,30,110.73,109.71,0.00
1,408064,40,185.32,147.79,0.00
1,408096,10,103.69,102.84,0.00
1,408102,20,111.19,110.42,0.00
1,408108,30,115.42,112.56,0.00
1,408114,40,190.95,169.37,0.00
1,408146,10,105.10,103.97,0.00
1,408152,20,111.19,110.81,0.00
1,408158,30,117.29,114.93,0.00
1,408164,40,189.55,179.46,0.00
1,408196,10,103.22,103.59,0.00
1,408202,20,108.85,109.83,0.00
1,408208,30,119.64,117.28,0.00
1,408214,40,188.61,184.03,0.00
1,408246,10,103.22,103.41,0.00
1,408252,20,108.38,109.10,0.00
1,408258,30,118.70,117.99,0.00
1,408264,40,192.83,188.43,0.00
1,408296,10,103.22,103.31,0.00
1,408302,20,106.97,108.04,0.00
1,408308,30,117.76,117.88,0.00
1,408314,40,177.35,182.89,0.00
1,408346,10,104.16,103.73,0.00
1,408352,20,108.38,108.21,0.00
1,408357,30,117.29,117.59,0.00
1,408363,40,168.90,175.90,0.00
1,408396,10,103.22,103.48,0.00
1,408402,20,106.97,107.59,0.00
1,408408,30,118.70,118.14,0.00
1,408414,40,199.87,187.88,0.00
1,408446,10,104.16,103.82,0.00
1,408452,20,108.85,108.22,0.00
1,408458,30,116.82,117.48,0.00
1,408464,40,205.03,196.46,0.00
1,408496,10,105.10,104.46,0.00
1,408502,20,108.38,108.30,0.00
1,408508,30,115.89,116.69,0.00
1,408513,40,198.46,197.46,0.00
1,409046,10,105.56,105.01,0.00
1,409052,20,106.97,107.64,0.00
1,409058,30,115.89,116.29,0.00
1,409064,40,174.53,186.00,0.00
1,409096,10,105.56,105.29,0.00
1,409102,20,106.03,106.83,0.00
1,409108,30,115.42,115.85,0.00
1,409114,40,204.56,195.28,0.00
1,409146,10,106.50,105.90,0.00
1,409152,20,106.03,106.43,0.00
1,409158,30,114.48,115.17,0.00
1,409164,40,198.93,197.10,0.00
1,409196,10,106.03,105.96,0.00
1,409202,20,106.03,106.23,0.00
1,409208,30,114.95,115.06,0.00
1,409214,40,198.93,198.02,0.00
1,409246,10,106.97,106.47,0.00
1,409252,20,105.56,105.90,0.00
1,409258,30,114.48,114.77,0.00
1,409264,40,202.68,200.35,0.00
1,409296,10,106.03,106.25,0.00
1,409302,20,105.10,105.50,0.00
1,409308,30,114.95,114.86,0.00
1,409314,40,197.52,198.94,0.00
1,409346,10,105.10,105.67,0.00
1,409352,20,107.91,106.70,0.00
1,409358,30,116.82,115.84,0.00
1,409364,40,200.34,199.64,0.00
1,409396,10,106.03,105.85,0.00
1,409402,20,105.56,106.13,0.00
1,409408,30,114.48,115.16,0.00
1,409414,40,202.22,200.93,0.00
1,409446,10,106.03,105.94,0.00
1,409452,20,103.69,104.91,0.00
1,409458,30,113.07,114.12,0.00
1,409464,40,201.75,201.34,0.00
1,409496,10,106.50,106.22,0.00
1,409502,20,103.22,104.06,0.00
1,409508,30,112.60,113.36,0.00
1,409514,40,199.40,200.37,0.00
1,410046,10,107.91,107.07,0.00
1,410052,20,106.03,105.05,0.00
1,410058,30,112.13,112.75,0.00
1,410064,40,183.92,192.14,0.00
1,410096,10,106.97,107.02,0.00
1,410102,20,105.56,105.31,0.00
1,410108,30,110.26,111.50,0.00
1,410114,40,182.98,187.56,0.00
1,410146,10,105.10,106.06,0.00
1,410152,20,105.10,105.20,0.00
1,410158,30,112.13,111.82,0.00
1,410164,40,176.41,181.99,0.00
1,410196,10,105.10,105.58,0.00
1,410202,20,106.03,105.62,0.00
1,410208,30,111.66,111.74,0.00
1,410213,40,182.04,182.01,0.00
1,410246,10,106.03,105.81,0.00
1,410252,20,103.69,104.65,0.00
1,411011,30,111.66,111.70,0.00
1,411017,40,215.35,198.68,0.00
1,411036,10,106.50,106.15,0.00
1,411042,20,105.10,104.87,0.00
1,411048,30,111.66,111.68,0.00
1,411054,40,220.51,209.60,0.00
1,411086,10,107.44,106.80,0.00
1,411092,20,105.56,105.22,0.00
1,411098,30,113.07,112.38,0.00
1,411103,40,211.60,210.60,0.00
1,411136,10,109.32,108.06,0.00
1,411142,20,105.10,105.16,0.00
1,411148,30,112.13,112.26,0.00
1,411154,40,219.11,214.85,0.00
1,411186,10,106.50,107.28,0.00
1,411192,20,103.22,104.19,0.00
1,411198,30,112.13,112.19,0.00
1,411204,40,228.02,221.44,0.00
1,411236,10,107.44,107.36,0.00
1,411242,20,105.56,104.88,0.00
1,411248,30,111.19,111.69,0.00
1,411254,40,202.22,211.83,0.00
1,411285,10,108.85,108.10,0.00
1,411292,20,107.44,106.16,0.00
1,411298,30,105.10,108.40,0.00
1,411304,40,231.77,221.80,0.00
1,411335,10,107.91,108.01,0.00
1,411342,20,107.91,107.03,0.00
1,411348,30,107.91,108.15,0.00
1,411354,40,192.36,207.08,0.00
1,411385,10,108.38,108.19,0.00
1,411392,20,107.91,107.47,0.00
1,411398,30,108.85,108.50,0.00
1,411404,40,175.00,191.04,0.00
1,411436,10,105.10,106.64,0.00
1,411442,20,104.16,105.81,0.00
1,411448,30,112.60,110.55,0.00
1,411454,40,190.02,190.53,0.00
1,411486,10,106.03,106.34,0.00
1,411492,20,107.91,106.86,0.00
1,411498,30,112.60,111.58,0.00
1,411504,40,189.08,189.80,0.00
1,412035,10,106.03,106.19,0.00
1,412042,20,107.91,107.39,0.00
1,412048,30,112.13,111.86,0.00
1,412054,40,184.39,187.09,0.00
1,412086,10,107.91,107.05,0.00
1,412092,20,106.50,106.94,0.00
1,412098,30,112.13,111.99,0.00
1,412104,40,212.54,199.82,0.00
1,412136,10,108.85,107.95,0.00
1,412142,20,107.91,107.43,0.00
1,412148,30,117.29,114.64,0.00
1,412154,40,183.92,191.87,0.00
1,412186,10,107.91,107.93,0.00
1,412192,20,106.97,107.20,0.00
1,412198,30,115.42,115.03,0.00
1,412204,40,194.71,193.29,0.00
1,412236,10,104.16,106.04,0.00
1,412242,20,106.50,106.85,0.00
1,412248,30,116.82,115.93,0.00
1,412254,40,201.28,197.28,0.00
1,412286,10,106.03,106.04,0.00
1,412292,20,105.56,106.21,0.00
1,412298,30,119.17,117.55,0.00
1,412304,40,186.73,192.01,0.00
1,412336,10,105.10,105.57,0.00
1,412342,20,107.44,106.82,0.00
1,412348,30,114.95,116.25,0.00
1,412354,40,202.68,197.35,0.00
1,412386,10,105.56,105.57,0.00
1,412392,20,107.91,107.37,0.00
1,412398,30,115.42,115.83,0.00
1,412404,40,193.77,195.56,0.00
1,412436,10,103.22,104.39,0.00
1,412442,20,106.50,106.94,0.00
1,412447,30,117.76,116.80,0.00
1,412453,40,184.86,190.21,0.00
1,412486,10,105.10,104.74,0.00
1,412492,20,105.10,106.02,0.00
1,412498,30,111.66,114.23,0.00
1,412503,40,177.82,184.01,0.00
1,413036,10,111.66,108.20,0.00
1,413042,20,108.38,107.20,0.00
1,413048,30,99.00,106.61,0.00
1,413054,40,130.90,157.46,0.00
1,413086,10,109.79,109.00,0.00
1,413092,20,108.85,108.02,0.00
1,413098,30,96.18,101.40,0.00
1,413104,40,147.32,152.39,0.00
1,413136,10,108.38,108.69,0.00
1,413142,20,107.91,107.97,0.00
1,413148,30,97.59,99.49,0.00
1,413154,40,132.31,142.35,0.00
1,413186,10,108.85,108.77,0.00
1,413192,20,109.32,108.64,0.00
1,413198,30,98.06,98.78,0.00
1,413204,40,143.57,142.96,0.00
1,413236,10,107.44,108.10,0.00
1,413242,20,109.32,108.98,0.00
1,413247,30,96.18,97.48,0.00
1,413253,40,126.68,134.82,0.00
1,413286,10,107.91,108.01,0.00
1,413292,20,110.73,109.85,0.00
1,413298,30,97.12,97.30,0.00
1,413304,40,126.21,130.51,0.00
1,413336,10,109.32,108.66,0.00
1,413342,20,111.19,110.52,0.00
1,413348,30,98.53,97.91,0.00
1,413354,40,125.27,127.89,0.00
1,413386,10,111.19,109.93,0.00
1,413392,20,111.66,111.09,0.00
1,413398,30,97.59,97.75,0.00
1,413404,40,120.58,124.23,0.00
1,413436,10,105.56,107.75,0.00
1,413442,20,112.13,111.61,0.00
1,413448,30,99.47,98.61,0.00
1,413454,40,121.52,122.88,0.00
1,413486,10,109.32,108.53,0.00
1,413492,20,111.19,111.40,0.00
1,413498,30,97.59,98.10,0.00
1,413504,40,119.64,121.26,0.00
1,414036,10,104.16,106.34,0.00
1,414042,20,110.73,111.06,0.00
1,414048,30,96.18,97.14,0.00
1,414054,40,110.26,115.76,0.00
1,414086,10,104.16,105.25,0.00
1,414092,20,112.60,111.83,0.00
1,414098,30,90.08,93.61,0.00
1,414104,40,114.48,115.12,0.00
1,414136,10,101.81,103.53,0.00
1,414142,20,113.54,112.69,0.00
1,414148,30,95.24,94.43,0.00
1,414154,40,109.32,112.22,0.00
1,414186,10,100.87,102.20,0.00
1,414192,20,109.32,111.00,0.00
1,414198,30,96.18,95.30,0.00
1,414204,40,108.85,110.53,0.00
1,414236,10,99.93,101.07,0.00
1,414242,20,109.32,110.16,0.00
1,414248,30,96.65,95.98,0.00
1,414254,40,114.01,112.27,0.00
1,414286,10,101.34,101.21,0.00
1,414292,20,112.13,111.15,0.00
1,414298,30,92.90,94.44,0.00
1,414304,40,113.54,112.91,0.00
1,414336,10,101.81,101.51,0.00
1,414342,20,109.32,110.23,0.00
1,414348,30,94.77,94.61,0.00
1,414354,40,115.89,114.40,0.00
1,414386,10,101.81,101.66,0.00
1,414392,20,115.42,112.82,0.00
1,414398,30,96.18,95.39,0.00
1,414404,40,113.07,113.73,0.00
1,414436,10,104.63,103.14,0.00
1,414442,20,113.07,112.95,0.00
1,414448,30,94.77,95.08,0.00
1,414454,40,113.54,113.64,0.00
1,414486,10,105.10,104.12,0.00
1,414492,20,112.13,112.54,0.00
1,414498,30,98.06,96.57,0.00
1,414504,40,114.01,113.82,0.00
1,415036,10,109.32,106.72,0.00
1,415042,20,115.89,114.21,0.00
1,415048,30,99.00,97.78,0.00
1,415054,40,113.07,113.45,0.00
1,415086,10,109.79,108.25,0.00
1,415092,20,113.54,113.88,0.00
1,415098,30,99.93,98.86,0.00
1,415104,40,107.44,110.44,0.00
1,415136,10,111.19,109.72,0.00
1,415142,20,108.85,111.36,0.00
1,415148,30,100.40,99.63,0.00
1,415154,40,111.19,110.82,0.00
1,415186,10,110.26,109.99,0.00
1,415192,20,114.95,113.16,0.00
1,415198,30,99.00,99.31,0.00
1,415204,40,107.91,109.37,0.00
1,415236,10,110.26,110.12,0.00
1,415242,20,106.50,109.83,0.00
1,415248,30,99.00,99.16,0.00
1,415254,40,110.73,110.05,0.00
